Index,Target Position x,Target Position y,Pred Position x,Pred Position y,Target Angle q1,Target Angle q2,Pred Angle q1,Pred Angle q2,Excursion s1,Excursion s2,Excursion s3,Time,R_00,R_01,R_10,R_11
85.0,0.17431148549531628,10.99238939618349,0.22310237024130508,11.019814539428992,40.5243431523814,96.45250417358699,40.36379367290324,96.08542418256538,-18.35294117647059,-63.529411764705884,505.43307774897124,0.017987,-2.1993092706389583,0.0,0.0,-1.5124557510218624
86.0,0.13951294748825047,10.995128100519649,0.14373425995994182,10.98841211242604,40.78721199417031,96.42618543212394,40.71359824261416,96.51119782612618,-18.50980392156863,-63.92156862745098,508.1855860323472,2.435136,-2.199569396581909,0.0,0.0,-1.5098377574025874
87.0,0.10467191248588793,10.997259069509148,0.15515366722453905,11.00128284168418,41.04727457072476,96.4057079235438,40.71728162031803,96.34365894647934,-18.50980392156863,-63.92156862745098,507.52648064687145,0.013013,-2.1997683926231137,0.0,0.0,-1.5072167503897074
88.0,0.06979899340500216,10.998781654038192,0.007656383946126333,11.006658646080371,41.304499491067375,96.39107717802001,41.798217758357595,96.29398610056015,-19.0,-64.0,510.57059767731334,35.308992,-2.1999061978082946,0.0,0.0,-1.5045935328212523
89.0,0.0349048128745672,10.999695390312782,0.019221142866545193,11.019733036646322,41.55885618541785,96.38229714863989,41.79967262860319,96.12601012559136,-19.0,-64.0,509.90305838817505,1.283069,-2.199982769926484,0.0,0.0,-1.501968908212365
90.0,1.2246467991473532e-16,11.0,0.030989408591266532,11.03277582820845,41.81031489577859,96.37937020844282,41.79996362493609,95.95799555258735,-19.0,-64.0,509.23187308515764,0.012005,-2.199998085522952,0.0,0.0,-1.4993436805091773
91.0,-0.034904812874566954,10.999695390312782,-0.03226628962577216,11.009282811498018,42.05884666594225,96.38229714863989,42.10104487350279,96.25955263928587,-19.137254901960784,-64.31372549019608,511.3413451776519,0.012998,-2.1999521399063955,0.0,0.0,-1.4967186538425548
92.0,-0.06979899340500191,10.998781654038192,-0.020217257873471617,11.022473669425873,42.30442333091262,96.39107717802001,42.09899349840705,96.09079203694606,-19.137254901960784,-64.31372549019608,510.66014864300536,0.02299,-2.1998449471503685,0.0,0.0,-1.4940946322817832
93.0,-0.10467191248588768,10.997259069509148,-0.09682460046136043,10.989443357666692,42.54701750573144,96.4057079235438,42.44081794995203,96.5070389145355,-19.294117647058822,-64.70588235294117,513.3506095079981,5.12229,-2.1996765400889773,0.0,0.0,-1.491472419588276
94.0,-0.13951294748825066,10.995128100519649,-0.0845286674081196,11.00281842542855,42.78660257370574,96.42618543212396,42.43638860356688,96.33753534507709,-19.294117647058822,-64.70588235294117,512.659307191009,0.010013,-2.1994469703068202,0.0,0.0,-1.4888528189693733
