Index,Target Position x,Target Position y,Pred Position x,Pred Position y,Target Angle q1,Target Angle q2,Pred Angle q1,Pred Angle q2,Excursion s1,Excursion s2,Time
151.0,-1.7492394142787915,9.969619240492674,-1.8814791881523663,9.880304829645311,50.874186006304555,106.42985209357403,51.76470588235293,107.05882352941177,-25.882352941176464,-71.37254901960785,19.328165
152.0,-1.765895185717854,9.93894312557178,-1.8814791881523663,9.880304829645311,50.91038925943473,106.73549998908216,51.76470588235293,107.05882352941177,-25.882352941176464,-71.37254901960785,0.015644
153.0,-1.7820130483767356,9.907980999479093,-1.8814791881523663,9.880304829645311,50.94266712331142,107.0444956092512,51.76470588235293,107.05882352941177,-25.882352941176464,-71.37254901960785,0.015622
154.0,-1.797588092598334,9.876742293578154,-1.8814791881523663,9.880304829645311,50.97100018443578,107.35677009238363,51.76470588235293,107.05882352941177,-25.882352941176464,-71.37254901960785,0.015627
155.0,-1.8126155740732999,9.845236523481399,-1.8814791881523663,9.880304829645311,50.99536836856263,107.67225401107726,51.76470588235293,107.05882352941177,-25.882352941176464,-71.37254901960785,0.0
156.0,-1.8270909152852015,9.8134732861516,-1.8814791881523663,9.880304829645311,51.01575091624982,107.9908773767728,51.76470588235293,107.05882352941177,-25.882352941176464,-71.37254901960785,19.109389
157.0,-1.8410097069048807,9.781462256978548,-1.8814791881523663,9.880304829645311,51.03212635874177,108.31256964327595,51.76470588235293,107.05882352941177,-25.882352941176464,-71.37254901960785,19.640673
158.0,-1.8543677091335746,9.749213186831824,-1.9441868727614997,9.780185381594347,51.044472494212954,108.63725970924388,52.0,108.0,-26.0,-72.0,18.984414
159.0,-1.8671608529944035,9.716735899090601,-1.965746832679799,9.648781379115562,51.05276636439951,108.96487591962436,51.76470588235293,109.41176470588238,-25.882352941176464,-72.94117647058825,5.000019
160.0,-1.8793852415718166,9.684040286651339,-1.965746832679799,9.648781379115562,51.05698423164938,109.29534606603879,51.76470588235293,109.41176470588238,-25.882352941176464,-72.94117647058825,0.015632
161.0,-1.8910371511986337,9.651136308914314,-1.965746832679799,9.648781379115562,51.05710155642363,109.62859738610021,51.76470588235293,109.41176470588238,-25.882352941176464,-72.94117647058825,0.015608
162.0,-1.902113032590307,9.618033988749895,-1.965746832679799,9.648781379115562,51.05309297528459,109.96455656165858,51.76470588235293,109.41176470588238,-25.882352941176464,-72.94117647058825,0.0
163.0,-1.912609511926071,9.584743409445473,-1.965746832679799,9.648781379115562,51.044932279409274,110.3031497159668,51.76470588235293,109.41176470588238,-25.882352941176464,-72.94117647058825,19.203183
164.0,-1.9225233918766378,9.551274711633999,-1.8163857954766645,9.549675585456807,51.032592393669816,110.6443024097616,50.0,111.0,-25.0,-74.0,19.82814
165.0,-1.9318516525781364,9.517638090205041,-1.8163857954766645,9.549675585456807,51.01604535632612,110.9879396362546,50.0,111.0,-25.0,-74.0,19.171917
166.0,-1.940591452551993,9.483843791199336,-2.0404382281376794,9.413993518475456,50.99526229938005,111.33398581502917,51.76470588235293,111.76470588235296,-25.882352941176464,-74.50980392156863,0.015588
167.0,-1.9487401295704703,9.44990210868773,-2.0404382281376794,9.413993518475456,50.97021342964411,111.68236478484059,51.76470588235293,111.76470588235296,-25.882352941176464,-74.50980392156863,0.0
168.0,-1.9562952014676114,9.41582338163552,-2.0404382281376794,9.413993518475456,50.94086801058254,112.03299979531741,51.76470588235293,111.76470588235296,-25.882352941176464,-74.50980392156863,0.0
169.0,-1.963254366895328,9.38161799075309,-2.0404382281376794,9.413993518475456,50.907194344987296,112.38581349756235,51.76470588235293,111.76470588235296,-25.882352941176464,-74.50980392156863,18.906291
170.0,-1.969615506024416,9.34729635533386,-2.087813867297788,9.331494778109874,50.869159758556656,112.74072793365345,52.0,112.5,-26.0,-75.0,19.265693
